"","sort.n3gramstats..decreasing...T.","last"
"60320",5,"to a federal"
"60321",5,"to a game"
"60322",5,"to a guy"
"60323",5,"to a handful"
"60324",5,"to a job"
"60325",5,"to a lead"
"60326",5,"to a national"
"60327",5,"to a perfect"
"60328",5,"to a person"
"60329",5,"to a piece"
"60330",5,"to a police"
"60331",5,"to a potential"
"60332",5,"to a record"
"60333",5,"to a request"
"60334",5,"to a school"
"60335",5,"to a state"
"60336",5,"to a student"
"60337",5,"to a successful"
"60338",5,"to about the"
"60339",5,"to absorb the"
"60340",5,"to accept it"
"60341",5,"to access the"
"60342",5,"to actually be"
"60343",5,"to actually do"
"60344",5,"to add any"
"60345",5,"to add more"
"60346",5,"to adhere to"
"60347",5,"to adopt the"
"60348",5,"to advance the"
"60349",5,"to all i"
"60350",5,"to allow him"
"60351",5,"to always be"
"60352",5,"to always have"
"60353",5,"to an area"
"60354",5,"to appreciate what"
"60355",5,"to approach the"
"60356",5,"to argue with"
"60357",5,"to ask of"
"60358",5,"to at the"
"60359",5,"to avoid it"
"60360",5,"to avoid them"
"60361",5,"to balance out"
"60362",5,"to be addressed"
"60363",5,"to be afraid"
"60364",5,"to be almost"
"60365",5,"to be among"
"60366",5,"to be another"
"60367",5,"to be answered"
"60368",5,"to be beautiful"
"60369",5,"to be brought"
"60370",5,"to be cleared"
"60371",5,"to be close"
"60372",5,"to be closed"
"60373",5,"to be creative"
"60374",5,"to be dead"
"60375",5,"to be delivered"
"60376",5,"to be eaten"
"60377",5,"to be effective"
"60378",5,"to be either"
"60379",5,"to be enjoyed"
"60380",5,"to be even"
"60381",5,"to be everywhere"
"60382",5,"to be expected"
"60383",5,"to be fed"
"60384",5,"to be finished"
"60385",5,"to be fired"
"60386",5,"to be friends"
"60387",5,"to be full"
"60388",5,"to be funny"
"60389",5,"to be gay"
"60390",5,"to be gone"
"60391",5,"to be grateful"
"60392",5,"to be he"
"60393",5,"to be heading"
"60394",5,"to be high"
"60395",5,"to be identified"
"60396",5,"to be informed"
"60397",5,"to be introduced"
"60398",5,"to be jealous"
"60399",5,"to be leaving"
"60400",5,"to be let"
"60401",5,"to be looked"
"60402",5,"to be looking"
"60403",5,"to be normal"
"60404",5,"to be not"
"60405",5,"to be passed"
"60406",5,"to be perfect"
"60407",5,"to be picked"
"60408",5,"to be president"
"60409",5,"to be remembered"
"60410",5,"to be rude"
"60411",5,"to be saved"
"60412",5,"to be serious"
"60413",5,"to be set"
"60414",5,"to be sick"
"60415",5,"to be somewhere"
"60416",5,"to be stopped"
"60417",5,"to be stuck"
"60418",5,"to be tested"
"60419",5,"to be trained"
"60420",5,"to be using"
"60421",5,"to be what"
"60422",5,"to be worn"
"60423",5,"to bed but"
"60424",5,"to bed now"
"60425",5,"to bed soon"
"60426",5,"to begin i"
"60427",5,"to benefit from"
"60428",5,"to between and"
"60429",5,"to billion in"
"60430",5,"to blame but"
"60431",5,"to borrow the"
"60432",5,"to bounce back"
"60433",5,"to break out"
"60434",5,"to breathe the"
"60435",5,"to bridge the"
"60436",5,"to bring an"
"60437",5,"to bring up"
"60438",5,"to brush up"
"60439",5,"to build your"
"60440",5,"to building a"
"60441",5,"to buy and"
"60442",5,"to buy me"
"60443",5,"to buy my"
"60444",5,"to by the"
"60445",5,"to c u"
"60446",5,"to call and"
"60447",5,"to call my"
"60448",5,"to carry around"
"60449",5,"to catching up"
"60450",5,"to cater to"
"60451",5,"to celebrate and"
"60452",5,"to celebrate their"
"60453",5,"to center field"
"60454",5,"to change but"
"60455",5,"to change its"
"60456",5,"to change this"
"60457",5,"to changes in"
"60458",5,"to charge me"
"60459",5,"to check back"
"60460",5,"to check them"
"60461",5,"to chicago i"
"60462",5,"to children and"
"60463",5,"to chill out"
"60464",5,"to choose what"
"60465",5,"to church and"
"60466",5,"to clarify the"
"60467",5,"to clean it"
"60468",5,"to clean my"
"60469",5,"to click on"
"60470",5,"to close a"
"60471",5,"to close in"
"60472",5,"to coat the"
"60473",5,"to college and"
"60474",5,"to come its"
"60475",5,"to compare the"
"60476",5,"to complete and"
"60477",5,"to comprehend the"
"60478",5,"to confirm that"
"60479",5,"to confront the"
"60480",5,"to consider this"
"60481",5,"to continue on"
"60482",5,"to continue with"
"60483",5,"to continue working"
"60484",5,"to cool the"
"60485",5,"to counter the"
"60486",5,"to create new"
"60487",5,"to create your"
"60488",5,"to creating a"
"60489",5,"to dance in"
"60490",5,"to dance with"
"60491",5,"to days in"
"60492",5,"to death in"
"60493",5,"to decide to"
"60494",5,"to defend himself"
"60495",5,"to describe it"
"60496",5,"to determine which"
"60497",5,"to develop the"
"60498",5,"to discuss how"
"60499",5,"to discuss their"
"60500",5,"to dispose of"
"60501",5,"to do another"
"60502",5,"to do great"
"60503",5,"to do homework"
"60504",5,"to do laundry"
"60505",5,"to do no"
"60506",5,"to do or"
"60507",5,"to do said"
"60508",5,"to do thanks"
"60509",5,"to do while"
"60510",5,"to drink a"
"60511",5,"to drink in"
"60512",5,"to drive on"
"60513",5,"to drop a"
"60514",5,"to drop off"
"60515",5,"to drop some"
"60516",5,"to during the"
"60517",5,"to dwell on"
"60518",5,"to eat healthy"
"60519",5,"to eat i"
"60520",5,"to eat in"
"60521",5,"to embrace the"
"60522",5,"to enforce the"
"60523",5,"to enjoy this"
"60524",5,"to enjoy your"
"60525",5,"to ensure a"
"60526",5,"to ensure they"
"60527",5,"to entertain the"
"60528",5,"to explain how"
"60529",5,"to express the"
"60530",5,"to express their"
"60531",5,"to facilitate the"
"60532",5,"to file a"
"60533",5,"to fill my"
"60534",5,"to fill up"
"60535",5,"to finally see"
"60536",5,"to finance the"
"60537",5,"to find but"
"60538",5,"to find him"
"60539",5,"to find what"
"60540",5,"to find your"
"60541",5,"to finish a"
"60542",5,"to finish out"
"60543",5,"to fire the"
"60544",5,"to fly out"
"60545",5,"to focus more"
"60546",5,"to follow her"
"60547",5,"to follow it"
"60548",5,"to follow this"
"60549",5,"to follow through"
"60550",5,"to forget that"
"60551",5,"to forgive and"
"60552",5,"to form the"
"60553",5,"to four years"
"60554",5,"to freak out"
"60555",5,"to get along"
"60556",5,"to get by"
"60557",5,"to get caught"
"60558",5,"to get excited"
"60559",5,"to get free"
"60560",5,"to get from"
"60561",5,"to get good"
"60562",5,"to get outta"
"60563",5,"to get sick"
"60564",5,"to get tickets"
"60565",5,"to get under"
"60566",5,"to getting the"
"60567",5,"to give birth"
"60568",5,"to give in"
"60569",5,"to give thanks"
"60570",5,"to give that"
"60571",5,"to go against"
"60572",5,"to go as"
"60573",5,"to go forward"
"60574",5,"to go further"
"60575",5,"to go rt"
"60576",5,"to go swimming"
"60577",5,"to go too"
"60578",5,"to go when"
"60579",5,"to god i"
"60580",5,"to grips with"
"60581",5,"to grow as"
"60582",5,"to hang on"
"60583",5,"to happen in"
"60584",5,"to have access"
"60585",5,"to have enough"
"60586",5,"to have gotten"
"60587",5,"to have i"
"60588",5,"to have less"
"60589",5,"to have missed"
"60590",5,"to have much"
"60591",5,"to have these"
"60592",5,"to have those"
"60593",5,"to having to"
"60594",5,"to he said"
"60595",5,"to head home"
"60596",5,"to head into"
"60597",5,"to hear her"
"60598",5,"to hear them"
"60599",5,"to hearing from"
"60600",5,"to heaven and"
"60601",5,"to help bring"
"60602",5,"to help create"
"60603",5,"to help families"
"60604",5,"to help it"
"60605",5,"to help just"
"60606",5,"to help keep"
"60607",5,"to help someone"
"60608",5,"to help support"
"60609",5,"to her about"
"60610",5,"to her by"
"60611",5,"to her friends"
"60612",5,"to her own"
"60613",5,"to her please"
"60614",5,"to her she"
"60615",5,"to her to"
"60616",5,"to him a"
"60617",5,"to him we"
"60618",5,"to his car"
"60619",5,"to his father"
"60620",5,"to his friends"
"60621",5,"to his left"
"60622",5,"to his liking"
"60623",5,"to his mother"
"60624",5,"to his new"
"60625",5,"to hit a"
"60626",5,"to hit and"
"60627",5,"to hold my"
"60628",5,"to hold onto"
"60629",5,"to home for"
"60630",5,"to hook up"
"60631",5,"to hop on"
"60632",5,"to i love"
"60633",5,"to illustrate the"
"60634",5,"to imagine how"
"60635",5,"to imagine that"
"60636",5,"to imagine the"
"60637",5,"to imply that"
"60638",5,"to impress the"
"60639",5,"to improve his"
"60640",5,"to influence the"
"60641",5,"to inspire you"
"60642",5,"to invite you"
"60643",5,"to it for"
"60644",5,"to it with"
"60645",5,"to it you"
"60646",5,"to its fullest"
"60647",5,"to its website"
"60648",5,"to join him"
"60649",5,"to join my"
"60650",5,"to join this"
"60651",5,"to just go"
"60652",5,"to just have"
"60653",5,"to just lay"
"60654",5,"to just sit"
"60655",5,"to just stop"
"60656",5,"to kansas city"
"60657",5,"to keep its"
"60658",5,"to keep open"
"60659",5,"to kick in"
"60660",5,"to know everything"
"60661",5,"to know im"
"60662",5,"to know one"
"60663",5,"to know them"
"60664",5,"to know whether"
"60665",5,"to la and"
"60666",5,"to last year"
"60667",5,"to lead an"
"60668",5,"to learning more"
"60669",5,"to leave and"
"60670",5,"to leave our"
"60671",5,"to less than"
"60672",5,"to let my"
"60673",5,"to life than"
"60674",5,"to like them"
"60675",5,"to link up"
"60676",5,"to live as"
"60677",5,"to live or"
"60678",5,"to load up"
"60679",5,"to look out"
"60680",5,"to maintain their"
"60681",5,"to make anyone"
"60682",5,"to make but"
"60683",5,"to make i"
"60684",5,"to make mistakes"
"60685",5,"to make several"
"60686",5,"to make two"
"60687",5,"to me good"
"60688",5,"to me no"
"60689",5,"to me rt"
"60690",5,"to me than"
"60691",5,"to me thank"
"60692",5,"to me thanks"
"60693",5,"to me today"
"60694",5,"to me too"
"60695",5,"to me we"
"60696",5,"to me well"
"60697",5,"to meet people"
"60698",5,"to meet them"
"60699",5,"to mention a"
"60700",5,"to minutes to"
"60701",5,"to mix it"
"60702",5,"to more of"
"60703",5,"to move and"
"60704",5,"to much of"
"60705",5,"to much time"
"60706",5,"to my best"
"60707",5,"to my computer"
"60708",5,"to my daughter"
"60709",5,"to my ears"
"60710",5,"to my head"
"60711",5,"to my home"
"60712",5,"to my little"
"60713",5,"to my room"
"60714",5,"to my sis"
"60715",5,"to my twitter"
"60716",5,"to my world"
"60717",5,"to narrow the"
"60718",5,"to ohio state"
"60719",5,"to open his"
"60720",5,"to open my"
"60721",5,"to open this"
"60722",5,"to other parts"
"60723",5,"to others in"
"60724",5,"to our children"
"60725",5,"to our country"
"60726",5,"to our hotel"
"60727",5,"to package directions"
"60728",5,"to pass along"
"60729",5,"to pause and"
"60730",5,"to pay back"
"60731",5,"to pee and"
"60732",5,"to people and"
"60733",5,"to percent the"
"60734",5,"to photograph the"
"60735",5,"to pick him"
"60736",5,"to pick me"
"60737",5,"to planned parenthood"
"60738",5,"to play against"
"60739",5,"to play my"
"60740",5,"to play out"
"60741",5,"to players and"
"60742",5,"to police and"
"60743",5,"to pop up"
"60744",5,"to prepare a"
"60745",5,"to protect against"
"60746",5,"to protest the"
"60747",5,"to prove they"
"60748",5,"to prove to"
"60749",5,"to pull a"
"60750",5,"to punch the"
"60751",5,"to purchase the"
"60752",5,"to question whether"
"60753",5,"to raise million"
"60754",5,"to ramp up"
"60755",5,"to read all"
"60756",5,"to read books"
"60757",5,"to read on"
"60758",5,"to reading it"
"60759",5,"to reading your"
"60760",5,"to record a"
"60761",5,"to remain silent"
"60762",5,"to remember all"
"60763",5,"to remember to"
"60764",5,"to rent a"
"60765",5,"to replace a"
"60766",5,"to reply to"
"60767",5,"to rescue the"
"60768",5,"to result in"
"60769",5,"to return home"
"60770",5,"to return it"
"60771",5,"to reverse the"
"60772",5,"to revisit the"
"60773",5,"to ruin my"
"60774",5,"to run around"
"60775",5,"to run to"
"60776",5,"to run up"
"60777",5,"to run with"
"60778",5,"to save him"
"60779",5,"to save his"
"60780",5,"to save it"
"60781",5,"to say at"
"60782",5,"to say ive"
"60783",5,"to say just"
"60784",5,"to school to"
"60785",5,"to see as"
"60786",5,"to see from"
"60787",5,"to see he"
"60788",5,"to see is"
"60789",5,"to seeing everyone"
"60790",5,"to seeing your"
"60791",5,"to seek out"
"60792",5,"to sell it"
"60793",5,"to sell me"
"60794",5,"to settle in"
"60795",5,"to shake off"
"60796",5,"to share as"
"60797",5,"to share i"
"60798",5,"to share them"
"60799",5,"to share today"
"60800",5,"to shoot a"
"60801",5,"to shoot at"
"60802",5,"to shoot for"
"60803",5,"to shop at"
"60804",5,"to show him"
"60805",5,"to show people"
"60806",5,"to show some"
"60807",5,"to shut off"
"60808",5,"to sign an"
"60809",5,"to sing a"
"60810",5,"to sing at"
"60811",5,"to sit and"
"60812",5,"to sit here"
"60813",5,"to sit still"
"60814",5,"to sit through"
"60815",5,"to sleep for"
"60816",5,"to sleep its"
"60817",5,"to sleep the"
"60818",5,"to slide down"
"60819",5,"to some other"
"60820",5,"to some people"
"60821",5,"to sort through"
"60822",5,"to south carolina"
"60823",5,"to speak of"
"60824",5,"to speak on"
"60825",5,"to speak publicly"
"60826",5,"to spend an"
"60827",5,"to spend million"
"60828",5,"to spend most"
"60829",5,"to spend much"
"60830",5,"to spot the"
"60831",5,"to stabilize the"
"60832",5,"to stand for"
"60833",5,"to start an"
"60834",5,"to start i"
"60835",5,"to start it"
"60836",5,"to start looking"
"60837",5,"to stay true"
"60838",5,"to steal my"
"60839",5,"to stem the"
"60840",5,"to step away"
"60841",5,"to stock up"
"60842",5,"to stop him"
"60843",5,"to stop using"
"60844",5,"to stop working"
"60845",5,"to strike a"
"60846",5,"to study and"
"60847",5,"to submit a"
"60848",5,"to success in"
"60849",5,"to success is"
"60850",5,"to suggest a"
"60851",5,"to support its"
"60852",5,"to support my"
"60853",5,"to sustain the"
"60854",5,"to switch to"
"60855",5,"to tackle the"
"60856",5,"to take another"
"60857",5,"to take him"
"60858",5,"to take into"
"60859",5,"to take shape"
"60860",5,"to tap into"
"60861",5,"to teach my"
"60862",5,"to teach them"
"60863",5,"to tell their"
"60864",5,"to test the"
"60865",5,"to testify against"
"60866",5,"to that but"
"60867",5,"to that end"
"60868",5,"to that one"
"60869",5,"to the amazing"
"60870",5,"to the annual"
"60871",5,"to the art"
"60872",5,"to the atl"
"60873",5,"to the atmosphere"
"60874",5,"to the avengers"
"60875",5,"to the bay"
"60876",5,"to the beauty"
"60877",5,"to the bible"
"60878",5,"to the blazers"
"60879",5,"to the boy"
"60880",5,"to the brim"
"60881",5,"to the british"
"60882",5,"to the budget"
"60883",5,"to the cause"
"60884",5,"to the challenge"
"60885",5,"to the characters"
"60886",5,"to the classroom"
"60887",5,"to the company"
"60888",5,"to the contrary"
"60889",5,"to the council"
"60890",5,"to the counter"
"60891",5,"to the country"
"60892",5,"to the delight"
"60893",5,"to the design"
"60894",5,"to the early"
"60895",5,"to the eastern"
"60896",5,"to the eight"
"60897",5,"to the existing"
"60898",5,"to the far"
"60899",5,"to the farmers"
"60900",5,"to the fire"
"60901",5,"to the former"
"60902",5,"to the free"
"60903",5,"to the french"
"60904",5,"to the grand"
"60905",5,"to the green"
"60906",5,"to the grocery"
"60907",5,"to the hard"
"60908",5,"to the hearing"
"60909",5,"to the ice"
"60910",5,"to the in"
"60911",5,"to the investigation"
"60912",5,"to the irs"
"60913",5,"to the labor"
"60914",5,"to the lack"
"60915",5,"to the lady"
"60916",5,"to the life"
"60917",5,"to the locker"
"60918",5,"to the magic"
"60919",5,"to the many"
"60920",5,"to the milwaukee"
"60921",5,"to the needs"
"60922",5,"to the occasion"
"60923",5,"to the oregonian"
"60924",5,"to the others"
"60925",5,"to the page"
"60926",5,"to the parking"
"60927",5,"to the phillies"
"60928",5,"to the polls"
"60929",5,"to the port"
"60930",5,"to the private"
"60931",5,"to the process"
"60932",5,"to the pub"
"60933",5,"to the realities"
"60934",5,"to the realization"
"60935",5,"to the recent"
"60936",5,"to the ring"
"60937",5,"to the rose"
"60938",5,"to the royal"
"60939",5,"to the rule"
"60940",5,"to the sale"
"60941",5,"to the sec"
"60942",5,"to the shows"
"60943",5,"to the skies"
"60944",5,"to the space"
"60945",5,"to the stadium"
"60946",5,"to the staff"
"60947",5,"to the standards"
"60948",5,"to the start"
"60949",5,"to the summer"
"60950",5,"to the test"
"60951",5,"to the things"
"60952",5,"to the thought"
"60953",5,"to the topic"
"60954",5,"to the tree"
"60955",5,"to the uk"
"60956",5,"to the usa"
"60957",5,"to the victims"
"60958",5,"to the water"
"60959",5,"to the website"
"60960",5,"to the wild"
"60961",5,"to the word"
"60962",5,"to the year"
"60963",5,"to their children"
"60964",5,"to their family"
"60965",5,"to them they"
"60966",5,"to them to"
"60967",5,"to them while"
"60968",5,"to these guys"
"60969",5,"to things like"
"60970",5,"to third base"
"60971",5,"to this and"
"60972",5,"to this place"
"60973",5,"to this post"
"60974",5,"to this season"
"60975",5,"to those around"
"60976",5,"to three times"
"60977",5,"to three years"
"60978",5,"to throw away"
"60979",5,"to to get"
"60980",5,"to to see"
"60981",5,"to transfer to"
"60982",5,"to transport the"
"60983",5,"to trust him"
"60984",5,"to turn back"
"60985",5,"to turn to"
"60986",5,"to tweet me"
"60987",5,"to twitter and"
"60988",5,"to two years"
"60989",5,"to understand their"
"60990",5,"to update the"
"60991",5,"to us a"
"60992",5,"to us by"
"60993",5,"to us i"
"60994",5,"to use for"
"60995",5,"to use to"
"60996",5,"to view the"
"60997",5,"to visit in"
"60998",5,"to wait and"
"60999",5,"to wait on"
"61000",5,"to wait til"
"61001",5,"to walk out"
"61002",5,"to walk with"
"61003",5,"to wall street"
"61004",5,"to watch him"
"61005",5,"to watch my"
"61006",5,"to watch one"
"61007",5,"to watch out"
"61008",5,"to welcome our"
"61009",5,"to what a"
"61010",5,"to where he"
"61011",5,"to where it"
"61012",5,"to where they"
"61013",5,"to whether or"
"61014",5,"to which we"
"61015",5,"to win his"
"61016",5,"to win one"
"61017",5,"to win so"
"61018",5,"to win their"
"61019",5,"to work closely"
"61020",5,"to work or"
"61021",5,"to work so"
"61022",5,"to work tomorrow"
"61023",5,"to write an"
"61024",5,"to write down"
"61025",5,"to write more"
"61026",5,"to write on"
"61027",5,"to write that"
"61028",5,"to you are"
"61029",5,"to you can"
"61030",5,"to you have"
"61031",5,"to you now"
"61032",5,"to you rt"
"61033",5,"to you we"
"61034",5,"to your email"
"61035",5,"to your liking"
"61036",5,"to your son"
"61037",5,"to your work"
"61038",5,"today and get"
"61039",5,"today and im"
"61040",5,"today and that"
"61041",5,"today and the"
"61042",5,"today could be"
"61043",5,"today for a"
"61044",5,"today have a"
"61045",5,"today i cant"
"61046",5,"today i decided"
"61047",5,"today i missed"
"61048",5,"today i really"
"61049",5,"today i thought"
"61050",5,"today i wanted"
"61051",5,"today if youre"
"61052",5,"today ill be"
"61053",5,"today im so"
"61054",5,"today is one"
"61055",5,"today make sure"
"61056",5,"today see you"
"61057",5,"today should be"
"61058",5,"today thanks to"
"61059",5,"today that i"
"61060",5,"today the new"
"61061",5,"today to make"
"61062",5,"today to see"
"61063",5,"today to the"
"61064",5,"today we had"
"61065",5,"today we will"
"61066",5,"today what is"
"61067",5,"together and we"
"61068",5,"together during the"
"61069",5,"together for the"
"61070",5,"together in an"
"61071",5,"together the first"
"61072",5,"together to help"
"61073",5,"told him the"
"61074",5,"told him they"
"61075",5,"told in a"
"61076",5,"told in the"
"61077",5,"told it was"
"61078",5,"told me how"
"61079",5,"told me it"
"61080",5,"told my mom"
"61081",5,"told not to"
"61082",5,"told of the"
"61083",5,"told the ap"
"61084",5,"told the board"
"61085",5,"told the council"
"61086",5,"told the free"
"61087",5,"told the oregonian"
"61088",5,"told them he"
"61089",5,"told us about"
"61090",5,"told us to"
"61091",5,"told us we"
"61092",5,"told you the"
"61093",5,"tommy i love"
"61094",5,"tomorrow at the"
"61095",5,"tomorrow is going"
"61096",5,"tomorrow night for"
"61097",5,"tomorrow on the"
"61098",5,"tone for the"
"61099",5,"tonight and tomorrow"
"61100",5,"tonight but it"
"61101",5,"tonight i have"
"61102",5,"tonight i know"
"61103",5,"tonight i was"
"61104",5,"tonight is gonna"
"61105",5,"tonight on the"
"61106",5,"tonight this is"
"61107",5,"tonight to watch"
"61108",5,"tonight with a"
"61109",5,"tons of fun"
"61110",5,"tons of people"
"61111",5,"too bad my"
"61112",5,"too excited to"
"61113",5,"too happy to"
"61114",5,"too i miss"
"61115",5,"too important to"
"61116",5,"too little too"
"61117",5,"too long since"
"61118",5,"too looking forward"
"61119",5,"too much at"
"61120",5,"too much information"
"61121",5,"too nice to"
"61122",5,"too thank you"
"61123",5,"too with the"
"61124",5,"took a step"
"61125",5,"took him to"
"61126",5,"took issue with"
"61127",5,"took it all"
"61128",5,"took it out"
"61129",5,"took me minutes"
"61130",5,"took on the"
"61131",5,"took out the"
"61132",5,"took so long"
"61133",5,"toothbrush express offers"
"61134",5,"top it all"
"61135",5,"top with a"
"61136",5,"topped it off"
"61137",5,"tops in the"
"61138",5,"tops of the"
"61139",5,"totally agree with"
"61140",5,"totally forgot about"
"61141",5,"totally going to"
"61142",5,"touch on the"
"61143",5,"touch with the"
"61144",5,"tough for the"
"61145",5,"tough to get"
"61146",5,"tours of the"
"61147",5,"town and the"
"61148",5,"town at the"
"61149",5,"towns of oklahoma"
"61150",5,"track of what"
"61151",5,"tradition of the"
"61152",5,"traffic in the"
"61153",5,"trailer for the"
"61154",5,"trained in the"
"61155",5,"transcript of the"
"61156",5,"transportation safety board"
"61157",5,"treat her like"
"61158",5,"treatment for the"
"61159",5,"trees in the"
"61160",5,"trenton — the"
"61161",5,"trial of former"
"61162",5,"trials and tribulations"
"61163",5,"trick or treat"
"61164",5,"tried not to"
"61165",5,"tried to escape"
"61166",5,"tried to help"
"61167",5,"tried to keep"
"61168",5,"tried to teach"
"61169",5,"trip on the"
"61170",5,"trip to new"
"61171",5,"trip to vegas"
"61172",5,"troops in afghanistan"
"61173",5,"trouble with the"
"61174",5,"true but he"
"61175",5,"true i was"
"61176",5,"true it is"
"61177",5,"true meaning of"
"61178",5,"true to my"
"61179",5,"truth is you"
"61180",5,"try and do"
"61181",5,"try it and"
"61182",5,"try to change"
"61183",5,"try to follow"
"61184",5,"try to give"
"61185",5,"try to hold"
"61186",5,"try to learn"
"61187",5,"try to look"
"61188",5,"try to move"
"61189",5,"try to save"
"61190",5,"trying to build"
"61191",5,"trying to hide"
"61192",5,"trying to live"
"61193",5,"trying to move"
"61194",5,"trying to play"
"61195",5,"trying to reach"
"61196",5,"trying to save"
"61197",5,"trying to send"
"61198",5,"trying to start"
"61199",5,"trying to stop"
"61200",5,"trying to watch"
"61201",5,"trying to write"
"61202",5,"tucked away in"
"61203",5,"tuesday night he"
"61204",5,"turn a profit"
"61205",5,"turn down the"
"61206",5,"turn it up"
"61207",5,"turn me on"
"61208",5,"turn on my"
"61209",5,"turn out the"
"61210",5,"turn the ball"
"61211",5,"turn things around"
"61212",5,"turn to you"
"61213",5,"turned into an"
"61214",5,"turned out i"
"61215",5,"turning point in"
"61216",5,"turnovers in the"
"61217",5,"turns on the"
"61218",5,"tv right now"
"61219",5,"tv show i"
"61220",5,"tweet from would"
"61221",5,"tweet me a"
"61222",5,"tweet us your"
"61223",5,"tweeted in a"
"61224",5,"twice a month"
"61225",5,"twice as long"
"61226",5,"twice in the"
"61227",5,"twitter for the"
"61228",5,"twitter is for"
"61229",5,"twitter welcome to"
"61230",5,"two days i"
"61231",5,"two days in"
"61232",5,"two decades ago"
"61233",5,"two free throws"
"61234",5,"two hours and"
"61235",5,"two people to"
"61236",5,"two people who"
"61237",5,"two sets of"
"61238",5,"two years but"
"61239",5,"two years she"
"61240",5,"tworun home run"
"61241",5,"type of thing"
"61242",5,"u ask me"
"61243",5,"u dont have"
"61244",5,"u dont need"
"61245",5,"u followed me"
"61246",5,"u got to"
"61247",5,"u know i"
"61248",5,"u know it"
"61249",5,"u must be"
"61250",5,"u see the"
"61251",5,"u thanks for"
"61252",5,"ugh i know"
"61253",5,"unable to do"
"61254",5,"under a rock"
"61255",5,"under federal law"
"61256",5,"under investigation by"
"61257",5,"under my skin"
"61258",5,"under pressure to"
"61259",5,"under the guidance"
"61260",5,"under the old"
"61261",5,"under the same"
"61262",5,"under the weight"
"61263",5,"under way in"
"61264",5,"underside of the"
"61265",5,"understand what i"
"61266",5,"unhappy with the"
"61267",5,"united states from"
"61268",5,"united states it"
"61269",5,"until a few"
"61270",5,"until at least"
"61271",5,"until i am"
"61272",5,"until it has"
"61273",5,"until light and"
"61274",5,"until next week"
"61275",5,"until now and"
"61276",5,"until ready to"
"61277",5,"until they have"
"61278",5,"until they were"
"61279",5,"until thick and"
"61280",5,"until when he"
"61281",5,"up a game"
"61282",5,"up a whole"
"61283",5,"up after a"
"61284",5,"up all of"
"61285",5,"up all your"
"61286",5,"up along the"
"61287",5,"up and make"
"61288",5,"up and start"
"61289",5,"up as an"
"61290",5,"up as much"
"61291",5,"up as well"
"61292",5,"up at least"
"61293",5,"up at pm"
"61294",5,"up before the"
"61295",5,"up bright and"
"61296",5,"up can you"
"61297",5,"up do you"
"61298",5,"up during the"
"61299",5,"up early for"
"61300",5,"up for adoption"
"61301",5,"up for one"
"61302",5,"up for reelection"
"61303",5,"up for us"
"61304",5,"up from his"
"61305",5,"up go to"
"61306",5,"up i feel"
"61307",5,"up i guess"
"61308",5,"up i would"
"61309",5,"up im going"
"61310",5,"up in his"
"61311",5,"up in that"
"61312",5,"up lets go"
"61313",5,"up like that"
"61314",5,"up listening to"
"61315",5,"up my own"
"61316",5,"up of course"
"61317",5,"up on one"
"61318",5,"up on our"
"61319",5,"up on some"
"61320",5,"up on their"
"61321",5,"up percent in"
"61322",5,"up quite a"
"61323",5,"up she said"
"61324",5,"up shop in"
"61325",5,"up some new"
"61326",5,"up thank you"
"61327",5,"up that i"
"61328",5,"up the day"
"61329",5,"up the field"
"61330",5,"up the next"
"61331",5,"up the road"
"61332",5,"up the room"
"61333",5,"up the stairs"
"61334",5,"up the win"
"61335",5,"up thinking about"
"61336",5,"up this time"
"61337",5,"up this year"
"61338",5,"up to an"
"61339",5,"up to miles"
"61340",5,"up to minutes"
"61341",5,"up to no"
"61342",5,"up to now"
"61343",5,"up to per"
"61344",5,"up until the"
"61345",5,"up way too"
"61346",5,"up with another"
"61347",5,"up with any"
"61348",5,"up with him"
"61349",5,"up with more"
"61350",5,"up with other"
"61351",5,"up you have"
"61352",5,"up your alley"
"61353",5,"upgrade to the"
"61354",5,"upper right corner"
"61355",5,"upstate new york"
"61356",5,"ur so amazing"
"61357",5,"us all in"
"61358",5,"us and around"
"61359",5,"us and that"
"61360",5,"us and they"
"61361",5,"us at for"
"61362",5,"us census bureau"
"61363",5,"us environmental protection"
"61364",5,"us even though"
"61365",5,"us for more"
"61366",5,"us geological survey"
"61367",5,"us get to"
"61368",5,"us have a"
"61369",5,"us i am"
"61370",5,"us i dont"
"61371",5,"us immigration and"
"61372",5,"us justice department"
"61373",5,"us know about"
"61374",5,"us know and"
"61375",5,"us know when"
"61376",5,"us one of"
"61377",5,"us out and"
"61378",5,"us postal service"
"61379",5,"us so we"
"61380",5,"us some love"
"61381",5,"us spread the"
"61382",5,"us thank you"
"61383",5,"us through the"
"61384",5,"us to our"
"61385",5,"us to see"
"61386",5,"us to think"
"61387",5,"us we want"
"61388",5,"us we were"
"61389",5,"us we will"
"61390",5,"us when the"
"61391",5,"us who have"
"61392",5,"use a little"
"61393",5,"use all the"
"61394",5,"use it the"
"61395",5,"use of marijuana"
"61396",5,"use of my"
"61397",5,"use on the"
"61398",5,"use one of"
"61399",5,"use some of"
"61400",5,"use the bathroom"
"61401",5,"use them to"
"61402",5,"use this as"
"61403",5,"used it to"
"61404",5,"used one of"
"61405",5,"used some of"
"61406",5,"used the word"
"61407",5,"used to describe"
"61408",5,"used to eat"
"61409",5,"used to like"
"61410",5,"using it as"
