"","sort.n2gramstats..decreasing...T.","last"
"91283",5,"ask around"
"91284",5,"ask or"
"91285",5,"asked one"
"91286",5,"asked where"
"91287",5,"asking god"
"91288",5,"asking is"
"91289",5,"asking my"
"91290",5,"asking people"
"91291",5,"asking why"
"91292",5,"asks her"
"91293",5,"asks how"
"91294",5,"asks to"
"91295",5,"asleep but"
"91296",5,"aspiring writers"
"91297",5,"ass its"
"91298",5,"ass of"
"91299",5,"ass this"
"91300",5,"ass today"
"91301",5,"assault with"
"91302",5,"assemble the"
"91303",5,"assembly budget"
"91304",5,"assembly plant"
"91305",5,"asserted in"
"91306",5,"asserting that"
"91307",5,"assets to"
"91308",5,"assist the"
"91309",5,"assisted on"
"91310",5,"associate head"
"91311",5,"association that"
"91312",5,"association to"
"91313",5,"association will"
"91314",5,"associations and"
"91315",5,"assuming it"
"91316",5,"assumption of"
"91317",5,"assure that"
"91318",5,"asthma control"
"91319",5,"asylum in"
"91320",5,"at �"
"91321",5,"at ah"
"91322",5,"at ala"
"91323",5,"at approximately"
"91324",5,"at barnes"
"91325",5,"at bars"
"91326",5,"at breakfast"
"91327",5,"at by"
"91328",5,"at certain"
"91329",5,"at childrens"
"91330",5,"at colorado"
"91331",5,"at community"
"91332",5,"at deep"
"91333",5,"at disney"
"91334",5,"at disneyland"
"91335",5,"at dusk"
"91336",5,"at events"
"91337",5,"at fenway"
"91338",5,"at festivals"
"91339",5,"at ford"
"91340",5,"at fridays"
"91341",5,"at grand"
"91342",5,"at has"
"91343",5,"at haydock"
"91344",5,"at higher"
"91345",5,"at highway"
"91346",5,"at himself"
"91347",5,"at international"
"91348",5,"at ish"
"91349",5,"at king"
"91350",5,"at kings"
"91351",5,"at lambeau"
"91352",5,"at lbs"
"91353",5,"at lsu"
"91354",5,"at many"
"91355",5,"at memorial"
"91356",5,"at memphis"
"91357",5,"at metro"
"91358",5,"at michaels"
"91359",5,"at nearly"
"91360",5,"at nothing"
"91361",5,"at notre"
"91362",5,"at pittsburgh"
"91363",5,"at radio"
"91364",5,"at rest"
"91365",5,"at restaurants"
"91366",5,"at sacramento"
"91367",5,"at seeing"
"91368",5,"at she"
"91369",5,"at ten"
"91370",5,"at tower"
"91371",5,"at trinity"
"91372",5,"at twitter"
"91373",5,"at urban"
"91374",5,"at very"
"91375",5,"at warped"
"91376",5,"at wednesday"
"91377",5,"at were"
"91378",5,"at western"
"91379",5,"at westminster"
"91380",5,"at whats"
"91381",5,"at who"
"91382",5,"at will"
"91383",5,"at wisconsin"
"91384",5,"ate my"
"91385",5,"ate too"
"91386",5,"athlete of"
"91387",5,"athleticism and"
"91388",5,"atlanta in"
"91389",5,"atlanta journalconstitution"
"91390",5,"atlanta the"
"91391",5,"atmosphere was"
"91392",5,"att is"
"91393",5,"attach the"
"91394",5,"attached and"
"91395",5,"attack by"
"91396",5,"attack me"
"91397",5,"attack or"
"91398",5,"attacked a"
"91399",5,"attacked and"
"91400",5,"attacks the"
"91401",5,"attacks were"
"91402",5,"attempted suicide"
"91403",5,"attend and"
"91404",5,"attend church"
"91405",5,"attendance and"
"91406",5,"attending an"
"91407",5,"attention all"
"91408",5,"attention paid"
"91409",5,"attitude he"
"91410",5,"attorney david"
"91411",5,"attorney to"
"91412",5,"attorneys who"
"91413",5,"attractive the"
"91414",5,"attuned to"
"91415",5,"� you"
"91416",5,"auction the"
"91417",5,"audience for"
"91418",5,"audience members"
"91419",5,"audiences and"
"91420",5,"auditioning for"
"91421",5,"auditions for"
"91422",5,"auditor frank"
"91423",5,"august in"
"91424",5,"aunt was"
"91425",5,"aunts uncles"
"91426",5,"austin to"
"91427",5,"austin will"
"91428",5,"australia for"
"91429",5,"authorities and"
"91430",5,"authorities on"
"91431",5,"authorities that"
"91432",5,"authority over"
"91433",5,"authors will"
"91434",5,"auto workers"
"91435",5,"av i"
"91436",5,"available but"
"91437",5,"available tuesday"
"91438",5,"avengers is"
"91439",5,"avengers movie"
"91440",5,"avenue for"
"91441",5,"avenue home"
"91442",5,"avenue is"
"91443",5,"avenue just"
"91444",5,"avenue of"
"91445",5,"avenue sf"
"91446",5,"avenue to"
"91447",5,"avenue will"
"91448",5,"average a"
"91449",5,"average american"
"91450",5,"average fell"
"91451",5,"average human"
"91452",5,"average people"
"91453",5,"aversion to"
"91454",5,"avid reader"
"91455",5,"avoid this"
"91456",5,"avoided the"
"91457",5,"aw sorry"
"91458",5,"aw that"
"91459",5,"aw what"
"91460",5,"awaits the"
"91461",5,"awake i"
"91462",5,"award on"
"91463",5,"award this"
"91464",5,"awarded to"
"91465",5,"awards are"
"91466",5,"awards but"
"91467",5,"awareness that"
"91468",5,"awash in"
"91469",5,"away dont"
"91470",5,"away im"
"91471",5,"away more"
"91472",5,"away please"
"91473",5,"away two"
"91474",5,"away without"
"91475",5,"awesome at"
"91476",5,"awesome event"
"91477",5,"awesome how"
"91478",5,"awesome ill"
"91479",5,"awesome is"
"91480",5,"awesome like"
"91481",5,"awesome movie"
"91482",5,"awesome music"
"91483",5,"awesome on"
"91484",5,"awesome person"
"91485",5,"awesome place"
"91486",5,"awesome thats"
"91487",5,"awesome tonight"
"91488",5,"awesome way"
"91489",5,"awesome well"
"91490",5,"awful i"
"91491",5,"awkward when"
"91492",5,"aww im"
"91493",5,"aww that"
"91494",5,"az sexxy"
"91495",5,"b but"
"91496",5,"b lol"
"91497",5,"b or"
"91498",5,"b this"
"91499",5,"b u"
"91500",5,"b which"
"91501",5,"baby all"
"91502",5,"baby for"
"91503",5,"baby if"
"91504",5,"baby my"
"91505",5,"baby pictures"
"91506",5,"baby steps"
"91507",5,"baby who"
"91508",5,"bachelor and"
"91509",5,"back —"
"91510",5,"back every"
"91511",5,"back ive"
"91512",5,"back like"
"91513",5,"back most"
"91514",5,"back no"
"91515",5,"back onto"
"91516",5,"back room"
"91517",5,"back side"
"91518",5,"back strong"
"91519",5,"back thank"
"91520",5,"back they"
"91521",5,"back while"
"91522",5,"back who"
"91523",5,"back will"
"91524",5,"back yes"
"91525",5,"backdrop of"
"91526",5,"backes said"
"91527",5,"background a"
"91528",5,"background the"
"91529",5,"background to"
"91530",5,"backlash against"
"91531",5,"backs coach"
"91532",5,"backs on"
"91533",5,"backup to"
"91534",5,"bad attitude"
"91535",5,"bad checks"
"91536",5,"bad decision"
"91537",5,"bad economy"
"91538",5,"bad game"
"91539",5,"bad place"
"91540",5,"bad teacher"
"91541",5,"bad this"
"91542",5,"bad wolf"
"91543",5,"badly in"
"91544",5,"baffled by"
"91545",5,"bag at"
"91546",5,"bag that"
"91547",5,"bag was"
"91548",5,"bags are"
"91549",5,"bags on"
"91550",5,"bail was"
"91551",5,"bailout fund"
"91552",5,"bait and"
"91553",5,"baking tray"
"91554",5,"balance for"
"91555",5,"balance out"
"91556",5,"balanced by"
"91557",5,"ball a"
"91558",5,"ball but"
"91559",5,"ball inside"
"91560",5,"ball or"
"91561",5,"ball out"
"91562",5,"ball so"
"91563",5,"ball we"
"91564",5,"ballad of"
"91565",5,"ballot applications"
"91566",5,"ballot for"
"91567",5,"ballot initiative"
"91568",5,"ballot is"
"91569",5,"ballot measure"
"91570",5,"ballot measures"
"91571",5,"ballot that"
"91572",5,"balls are"
"91573",5,"balls at"
"91574",5,"balls this"
"91575",5,"ban in"
"91576",5,"banana and"
"91577",5,"banana republic"
"91578",5,"band playing"
"91579",5,"band together"
"91580",5,"bands from"
"91581",5,"bang bang"
"91582",5,"bank a"
"91583",5,"bank or"
"91584",5,"bank that"
"91585",5,"banking sector"
"91586",5,"banners and"
"91587",5,"bar grill"
"91588",5,"bar has"
"91589",5,"bar im"
"91590",5,"barbara and"
"91591",5,"barbecue sauce"
"91592",5,"barbed wire"
"91593",5,"bare hands"
"91594",5,"barely any"
"91595",5,"barely even"
"91596",5,"barely have"
"91597",5,"barely made"
"91598",5,"barely remember"
"91599",5,"bargaining agreement"
"91600",5,"barnes nobles"
"91601",5,"baron cohen"
"91602",5,"barrel for"
"91603",5,"barring the"
"91604",5,"barry bonds"
"91605",5,"bars as"
"91606",5,"bars or"
"91607",5,"base camp"
"91608",5,"base i"
"91609",5,"based around"
"91610",5,"based solely"
"91611",5,"basic idea"
"91612",5,"basic to"
"91613",5,"basically have"
"91614",5,"basically just"
"91615",5,"basically my"
"91616",5,"basin and"
"91617",5,"basis and"
"91618",5,"basis i"
"91619",5,"basis that"
"91620",5,"basket of"
"91621",5,"basket the"
"91622",5,"basketball i"
"91623",5,"basketball is"
"91624",5,"baskets and"
"91625",5,"batches of"
"91626",5,"bathed in"
"91627",5,"bathroom in"
"91628",5,"batter and"
"91629",5,"batters in"
"91630",5,"battery and"
"91631",5,"batting cage"
"91632",5,"battle and"
"91633",5,"battle it"
"91634",5,"battle over"
"91635",5,"battleground states"
"91636",5,"battles with"
"91637",5,"batum said"
"91638",5,"bay is"
"91639",5,"bay on"
"91640",5,"bb to"
"91641",5,"bbq chicken"
"91642",5,"bbq is"
"91643",5,"bc im"
"91644",5,"bc she"
"91645",5,"bc the"
"91646",5,"bc we"
"91647",5,"bc you"
"91648",5,"bday to"
"91649",5,"be accused"
"91650",5,"be active"
"91651",5,"be adjusted"
"91652",5,"be also"
"91653",5,"be appearing"
"91654",5,"be appointed"
"91655",5,"be arranged"
"91656",5,"be asleep"
"91657",5,"be assigned"
"91658",5,"be attached"
"91659",5,"be attracted"
"91660",5,"be avoided"
"91661",5,"be be"
"91662",5,"be behind"
"91663",5,"be believed"
"91664",5,"be between"
"91665",5,"be bigger"
"91666",5,"be boring"
"91667",5,"be brief"
"91668",5,"be broadcast"
"91669",5,"be building"
"91670",5,"be capable"
"91671",5,"be celebrated"
"91672",5,"be challenged"
"91673",5,"be clever"
"91674",5,"be compared"
"91675",5,"be competitive"
"91676",5,"be confusing"
"91677",5,"be contacted"
"91678",5,"be convinced"
"91679",5,"be covering"
"91680",5,"be creating"
"91681",5,"be crying"
"91682",5,"be deemed"
"91683",5,"be defined"
"91684",5,"be developed"
"91685",5,"be diagnosed"
"91686",5,"be discussing"
"91687",5,"be easily"
"91688",5,"be entirely"
"91689",5,"be every"
"91690",5,"be excited"
"91691",5,"be excused"
"91692",5,"be expensive"
"91693",5,"be familiar"
"91694",5,"be fatal"
"91695",5,"be felt"
"91696",5,"be fighting"
"91697",5,"be finding"
"91698",5,"be flat"
"91699",5,"be flying"
"91700",5,"be focused"
"91701",5,"be focusing"
"91702",5,"be formally"
"91703",5,"be forthcoming"
"91704",5,"be frank"
"91705",5,"be gettin"
"91706",5,"be god"
"91707",5,"be growing"
"91708",5,"be guilty"
"91709",5,"be hearing"
"91710",5,"be helped"
"91711",5,"be hidden"
"91712",5,"be high"
"91713",5,"be highly"
"91714",5,"be hit"
"91715",5,"be hitting"
"91716",5,"be huge"
"91717",5,"be implemented"
"91718",5,"be impressed"
"91719",5,"be incredibly"
"91720",5,"be inducted"
"91721",5,"be invisible"
"91722",5,"be justified"
"91723",5,"be launched"
"91724",5,"be leading"
"91725",5,"be listening"
"91726",5,"be locked"
"91727",5,"be measured"
"91728",5,"be mostly"
"91729",5,"be nervous"
"91730",5,"be noticed"
"91731",5,"be older"
"91732",5,"be overlooked"
"91733",5,"be overly"
"91734",5,"be overwhelmed"
"91735",5,"be packed"
"91736",5,"be people"
"91737",5,"be perceived"
"91738",5,"be pulled"
"91739",5,"be racing"
"91740",5,"be reaching"
"91741",5,"be reimbursed"
"91742",5,"be rescued"
"91743",5,"be restrained"
"91744",5,"be reunited"
"91745",5,"be revealed"
"91746",5,"be riding"
"91747",5,"be rt"
"91748",5,"be screened"
"91749",5,"be selfish"
"91750",5,"be shipped"
"91751",5,"be shut"
"91752",5,"be single"
"91753",5,"be sleep"
"91754",5,"be spinning"
"91755",5,"be square"
"91756",5,"be staged"
"91757",5,"be stopping"
"91758",5,"be strengthened"
"91759",5,"be talked"
"91760",5,"be teaching"
"91761",5,"be temporary"
"91762",5,"be these"
"91763",5,"be thrown"
"91764",5,"be torn"
"91765",5,"be translated"
"91766",5,"be tricky"
"91767",5,"be ugly"
"91768",5,"be upgraded"
"91769",5,"be watched"
"91770",5,"be whatever"
"91771",5,"be wild"
"91772",5,"be wondering"
"91773",5,"be worked"
"91774",5,"be young"
"91775",5,"beach club"
"91776",5,"beach on"
"91777",5,"beach or"
"91778",5,"beach resort"
"91779",5,"beach said"
"91780",5,"beach tomorrow"
"91781",5,"beacon of"
"91782",5,"beads i"
"91783",5,"beans in"
"91784",5,"bear was"
"91785",5,"bear witness"
"91786",5,"bears on"
"91787",5,"bears the"
"91788",5,"beast of"
"91789",5,"beat with"
"91790",5,"beating us"
"91791",5,"beats and"
"91792",5,"beautiful a"
"91793",5,"beautiful for"
"91794",5,"beautiful here"
"91795",5,"beautiful life"
"91796",5,"beautiful my"
"91797",5,"beautiful new"
"91798",5,"beautiful one"
"91799",5,"beautiful song"
"91800",5,"beautiful spring"
"91801",5,"beavers have"
"91802",5,"became aware"
"91803",5,"became even"
"91804",5,"became increasingly"
"91805",5,"because an"
"91806",5,"because ill"
"91807",5,"because nothing"
"91808",5,"because really"
"91809",5,"because she’s"
"91810",5,"because who"
"91811",5,"become addicted"
"91812",5,"become friends"
"91813",5,"become involved"
"91814",5,"become something"
"91815",5,"become stronger"
"91816",5,"become your"
"91817",5,"becomes necessary"
"91818",5,"bed before"
"91819",5,"bed every"
"91820",5,"bed he"
"91821",5,"bed my"
"91822",5,"bed right"
"91823",5,"bed soon"
"91824",5,"bed too"
"91825",5,"bed when"
"91826",5,"bed you"
"91827",5,"bedroom window"
"91828",5,"beds and"
"91829",5,"bee and"
"91830",5,"beef with"
"91831",5,"been active"
"91832",5,"been advised"
"91833",5,"been amazing"
"91834",5,"been another"
"91835",5,"been arguing"
"91836",5,"been associated"
"91837",5,"been awarded"
"91838",5,"been aware"
"91839",5,"been burned"
"91840",5,"been but"
"91841",5,"been cleared"
"91842",5,"been completely"
"91843",5,"been considered"
"91844",5,"been crying"
"91845",5,"been days"
"91846",5,"been dead"
"91847",5,"been dealing"
"91848",5,"been denied"
"91849",5,"been described"
"91850",5,"been dreaming"
"91851",5,"been driving"
"91852",5,"been easy"
"91853",5,"been eliminated"
"91854",5,"been especially"
"91855",5,"been fired"
"91856",5,"been full"
"91857",5,"been guilty"
"91858",5,"been heard"
"91859",5,"been hitting"
"91860",5,"been hot"
"91861",5,"been how"
"91862",5,"been if"
"91863",5,"been interested"
"91864",5,"been issued"
"91865",5,"been knocked"
"91866",5,"been lacking"
"91867",5,"been largely"
"91868",5,"been most"
"91869",5,"been mostly"
"91870",5,"been moving"
"91871",5,"been only"
"91872",5,"been our"
"91873",5,"been performing"
"91874",5,"been placed"
"91875",5,"been plagued"
"91876",5,"been possible"
"91877",5,"been promoted"
"91878",5,"been proven"
"91879",5,"been real"
"91880",5,"been responsible"
"91881",5,"been scheduled"
"91882",5,"been sending"
"91883",5,"been sentenced"
"91884",5,"been shopping"
"91885",5,"been slowly"
"91886",5,"been someone"
"91887",5,"been somewhat"
"91888",5,"been started"
"91889",5,"been stolen"
"91890",5,"been swept"
"91891",5,"been targeted"
"91892",5,"been tarnished"
"91893",5,"been terrible"
"91894",5,"been two"
"91895",5,"been way"
"91896",5,"been wonderful"
"91897",5,"been wondering"
"91898",5,"been wrong"
"91899",5,"beer can"
"91900",5,"beer cocktails"
"91901",5,"beer if"
"91902",5,"beer ive"
"91903",5,"beer of"
"91904",5,"beer so"
"91905",5,"beer we"
"91906",5,"beer week"
"91907",5,"beer will"
"91908",5,"beer wine"
"91909",5,"beers that"
"91910",5,"beez in"
"91911",5,"before all"
"91912",5,"before anything"
"91913",5,"before at"
"91914",5,"before boarding"
"91915",5,"before closing"
"91916",5,"before continuing"
"91917",5,"before dinner"
"91918",5,"before every"
"91919",5,"before everyone"
"91920",5,"before falling"
"91921",5,"before for"
"91922",5,"before god"
"91923",5,"before if"
"91924",5,"before lunch"
"91925",5,"before school"
"91926",5,"before someone"
"91927",5,"before thats"
"91928",5,"beg to"
"91929",5,"began an"
"91930",5,"began our"
"91931",5,"began this"
"91932",5,"begging you"
"91933",5,"begin and"
"91934",5,"begin i"
"91935",5,"begin my"
"91936",5,"begin our"
"91937",5,"begins and"
"91938",5,"begins when"
"91939",5,"behavior the"
"91940",5,"behind an"
"91941",5,"behind closed"
"91942",5,"bein a"
"91943",5,"being bored"
"91944",5,"being brought"
"91945",5,"being charged"
"91946",5,"being for"
"91947",5,"being great"
"91948",5,"being human"
"91949",5,"being if"
"91950",5,"being introduced"
"91951",5,"being investigated"
"91952",5,"being less"
"91953",5,"being me"
"91954",5,"being much"
"91955",5,"being only"
"91956",5,"being our"
"91957",5,"being over"
"91958",5,"being presented"
"91959",5,"being selfish"
"91960",5,"being serious"
"91961",5,"being shut"
"91962",5,"being tested"
"91963",5,"being this"
"91964",5,"being tired"
"91965",5,"being to"
"91966",5,"being turned"
"91967",5,"being watched"
"91968",5,"being you"
"91969",5,"beings and"
"91970",5,"belated birthday"
"91971",5,"belief and"
"91972",5,"belief system"
"91973",5,"beliefs of"
"91974",5,"believe if"
"91975",5,"believe it’s"
"91976",5,"believe people"
"91977",5,"believe these"
"91978",5,"believe to"
"91979",5,"believe youre"
"91980",5,"believer and"
"91981",5,"bell of"
"91982",5,"bells and"
"91983",5,"belly of"
"91984",5,"below but"
"91985",5,"below my"
"91986",5,"below your"
"91987",5,"belting out"
"91988",5,"beneath her"
"91989",5,"benefiting from"
"91990",5,"benefits —"
"91991",5,"benefits are"
"91992",5,"benjamin disraeli"
"91993",5,"bennett and"
"91994",5,"best band"
"91995",5,"best birthday"
"91996",5,"best chef"
"91997",5,"best compliment"
"91998",5,"best deal"
"91999",5,"best dressed"
"92000",5,"best efforts"
"92001",5,"best experience"
"92002",5,"best high"
"92003",5,"best hope"
"92004",5,"best italian"
"92005",5,"best ive"
"92006",5,"best kind"
"92007",5,"best line"
"92008",5,"best medicine"
"92009",5,"best mom"
"92010",5,"best moment"
"92011",5,"best my"
"92012",5,"best person"
"92013",5,"best rt"
"92014",5,"best seller"
"92015",5,"best sellers"
"92016",5,"best song"
"92017",5,"best talent"
"92018",5,"best tweet"
"92019",5,"best two"
"92020",5,"best were"
"92021",5,"best word"
"92022",5,"bestofseven series"
"92023",5,"bestowed upon"
"92024",5,"bet in"
"92025",5,"better business"
"92026",5,"better care"
"92027",5,"better choice"
"92028",5,"better each"
"92029",5,"better fit"
"92030",5,"better homes"
"92031",5,"better luck"
"92032",5,"better no"
"92033",5,"better part"
"92034",5,"better question"
"92035",5,"better rt"
"92036",5,"better serve"
"92037",5,"better still"
"92038",5,"better thank"
"92039",5,"better watch"
"92040",5,"betting on"
"92041",5,"betty white"
"92042",5,"between all"
"92043",5,"between i"
"92044",5,"between july"
"92045",5,"between one"
"92046",5,"between th"
"92047",5,"between work"
"92048",5,"bf and"
"92049",5,"bg is"
"92050",5,"bible as"
"92051",5,"big black"
"92052",5,"big change"
"92053",5,"big dance"
"92054",5,"big dreams"
"92055",5,"big hair"
"92056",5,"big he"
"92057",5,"big head"
"92058",5,"big hole"
"92059",5,"big ideas"
"92060",5,"big issue"
"92061",5,"big it"
"92062",5,"big mouth"
"92063",5,"big move"
"92064",5,"big names"
"92065",5,"big party"
"92066",5,"big play"
"92067",5,"big plays"
"92068",5,"big shots"
"92069",5,"big so"
"92070",5,"big stuff"
"92071",5,"big that"
"92072",5,"big title"
"92073",5,"big toe"
"92074",5,"big was"
"92075",5,"big white"
"92076",5,"bigger picture"
"92077",5,"biggest and"
"92078",5,"biggest challenges"
"92079",5,"biggest problems"
"92080",5,"biggest win"
"92081",5,"bike i"
"92082",5,"bike in"
"92083",5,"bikes to"
"92084",5,"bill a"
"92085",5,"bill at"
"92086",5,"bill he"
"92087",5,"bill last"
"92088",5,"bill with"
"92089",5,"billie holiday"
"92090",5,"billing and"
"92091",5,"billion deficit"
"92092",5,"billion including"
"92093",5,"billion more"
"92094",5,"billion on"
"92095",5,"billion over"
"92096",5,"billion people"
"92097",5,"billion stadium"
"92098",5,"billion up"
"92099",5,"billion yen"
"92100",5,"bills but"
"92101",5,"bills were"
"92102",5,"binding arbitration"
"92103",5,"bipartisan support"
"92104",5,"bird for"
"92105",5,"birds on"
"92106",5,"birds to"
"92107",5,"birthday a"
"92108",5,"birthday hope"
"92109",5,"birthday im"
"92110",5,"birthday its"
"92111",5,"birthday love"
"92112",5,"birthday month"
"92113",5,"birthday rt"
"92114",5,"birthday thanks"
"92115",5,"birthday ur"
"92116",5,"bit disappointed"
"92117",5,"bit easier"
"92118",5,"bit further"
"92119",5,"bit if"
"92120",5,"bit longer"
"92121",5,"bit slow"
"92122",5,"bitch nigga"
"92123",5,"bitch no"
"92124",5,"bizarre and"
"92125",5,"black box"
"92126",5,"black cod"
"92127",5,"black girls"
"92128",5,"black guy"
"92129",5,"black on"
"92130",5,"black south"
"92131",5,"black star"
"92132",5,"black swan"
"92133",5,"blake and"
"92134",5,"blame but"
"92135",5,"blame him"
"92136",5,"blamed on"
"92137",5,"blamed the"
"92138",5,"blankets and"
"92139",5,"blast in"
"92140",5,"blast with"
"92141",5,"blazers and"
"92142",5,"blazers were"
"92143",5,"blend the"
"92144",5,"blended with"
"92145",5,"bless u"
"92146",5,"blessed by"
"92147",5,"blessed day"
"92148",5,"blew up"
"92149",5,"blind eye"
"92150",5,"blind to"
"92151",5,"blink of"
"92152",5,"block it"
"92153",5,"block to"
"92154",5,"blocked in"
"92155",5,"blocked me"
"92156",5,"blog here"
"92157",5,"blog its"
"92158",5,"blog we"
"92159",5,"blogger i"
"92160",5,"blogging and"
"92161",5,"blogs about"
"92162",5,"blogs so"
"92163",5,"blood for"
"92164",5,"blood test"
"92165",5,"blood vessels"
"92166",5,"bloom and"
"92167",5,"bloom in"
"92168",5,"bloomberg news"
"92169",5,"blow a"
"92170",5,"blow back"
"92171",5,"blow out"
"92172",5,"blows my"
"92173",5,"blue jackets"
"92174",5,"blue nile"
"92175",5,"blue on"
"92176",5,"blue sky"
"92177",5,"blueberries and"
"92178",5,"blueprint for"
"92179",5,"blues is"
"92180",5,"blues were"
"92181",5,"blues with"
"92182",5,"bmi is"
"92183",5,"bo and"
"92184",5,"bo ryan"
"92185",5,"board also"
"92186",5,"board found"
"92187",5,"board had"
"92188",5,"board on"
"92189",5,"board said"
"92190",5,"board so"
"92191",5,"board was"
"92192",5,"board when"
"92193",5,"boards to"
"92194",5,"boat on"
"92195",5,"boat to"
"92196",5,"boat was"
"92197",5,"bodes well"
"92198",5,"bodies are"
"92199",5,"body a"
"92200",5,"body has"
"92201",5,"body mind"
"92202",5,"body this"
"92203",5,"body what"
"92204",5,"bogart and"
"92205",5,"boiled down"
"92206",5,"bomb and"
"92207",5,"bomb ass"
"92208",5,"bombing of"
"92209",5,"bonds with"
"92210",5,"bone is"
"92211",5,"bones the"
"92212",5,"bonus to"
"92213",5,"bonuses and"
"92214",5,"book before"
"92215",5,"book comes"
"92216",5,"book even"
"92217",5,"book now"
"92218",5,"book pro"
"92219",5,"book published"
"92220",5,"book reviews"
"92221",5,"book two"
"92222",5,"booked an"
"92223",5,"books from"
"92224",5,"books he"
"92225",5,"books which"
"92226",5,"books written"
"92227",5,"bookstores and"
"92228",5,"boom in"
"92229",5,"boost for"
"92230",5,"boost from"
"92231",5,"booth in"
"92232",5,"border from"
"92233",5,"border that"
"92234",5,"bore the"
"92235",5,"bored af"
"92236",5,"bored in"
"92237",5,"born a"
"92238",5,"born when"
"92239",5,"borne by"
"92240",5,"borrow money"
"92241",5,"borrow one"
"92242",5,"borrowing limit"
"92243",5,"bosh is"
"92244",5,"boss i"
"92245",5,"boston for"
"92246",5,"boston marathon"
"92247",5,"boston this"
"92248",5,"boston today"
"92249",5,"both as"
"92250",5,"both been"
"92251",5,"both directions"
"92252",5,"both feet"
"92253",5,"both games"
"92254",5,"both get"
"92255",5,"both got"
"92256",5,"both here"
"92257",5,"both knew"
"92258",5,"both need"
"92259",5,"both now"
"92260",5,"both physically"
"92261",5,"both say"
"92262",5,"both so"
"92263",5,"both women"
"92264",5,"both your"
"92265",5,"bother i"
"92266",5,"bottle for"
"92267",5,"bottom half"
"92268",5,"bottom lip"
"92269",5,"bought myself"
"92270",5,"boulevard in"
"92271",5,"boulevard the"
"92272",5,"bounced off"
"92273",5,"bound in"
"92274",5,"bound together"
"92275",5,"boundaries are"
"92276",5,"bounds of"
"92277",5,"bounty of"
"92278",5,"bout the"
"92279",5,"bowl on"
"92280",5,"bowl or"
"92281",5,"bowl team"
"92282",5,"bowl until"
"92283",5,"box but"
"92284",5,"box is"
"92285",5,"box was"
"92286",5,"boxes for"
"92287",5,"boxes i"
"92288",5,"boy are"
"92289",5,"boy band"
"92290",5,"boy can"
"92291",5,"boy it"
"92292",5,"boy my"
"92293",5,"boy oh"
"92294",5,"boy scout"
"92295",5,"boy she"
"92296",5,"boy u"
"92297",5,"boy will"
"92298",5,"boys when"
"92299",5,"bragging about"
"92300",5,"bragging rights"
"92301",5,"brain damage"
"92302",5,"brain for"
"92303",5,"brandon phillips"
"92304",5,"brands that"
"92305",5,"brave and"
"92306",5,"brave men"
"92307",5,"brave the"
"92308",5,"bread for"
"92309",5,"bread i"
"92310",5,"bread is"
"92311",5,"bread pudding"
"92312",5,"breadth of"
"92313",5,"break me"
"92314",5,"break when"
"92315",5,"break your"
"92316",5,"breakdown and"
"92317",5,"breakfast but"
"92318",5,"breakfast of"
"92319",5,"breakfast or"
"92320",5,"breaking point"
"92321",5,"breaks to"
"92322",5,"breaks your"
"92323",5,"breast milk"
"92324",5,"breathe a"
"92325",5,"breathe i"
"92326",5,"breathe in"
"92327",5,"breathing and"
"92328",5,"brew and"
"92329",5,"brewed in"
"92330",5,"brewer and"
"92331",5,"brewers fans"
"92332",5,"brewers in"
"92333",5,"brian and"
"92334",5,"brian williams"
"92335",5,"bribes from"
"92336",5,"brick and"
"92337",5,"brick walls"
"92338",5,"bride of"
"92339",5,"bridge i"
"92340",5,"bridge of"
"92341",5,"bridge which"
"92342",5,"brief history"
"92343",5,"brief time"
"92344",5,"briefed on"
"92345",5,"bright spot"
"92346",5,"bring people"
"92347",5,"bring with"
"92348",5,"bringing my"
"92349",5,"bringing people"
"92350",5,"bringing us"
"92351",5,"brings it"
"92352",5,"bristol palin"
"92353",5,"british museum"
"92354",5,"british open"
"92355",5,"bro but"
"92356",5,"bro lol"
"92357",5,"bro so"
"92358",5,"broadcast live"
"92359",5,"broadway in"
"92360",5,"broken by"
"92361",5,"broken dreams"
"92362",5,"broken i"
"92363",5,"broken left"
"92364",5,"broken leg"
"92365",5,"broken out"
"92366",5,"broken promises"
"92367",5,"broken windows"
"92368",5,"brooklyn bridge"
"92369",5,"brooklyn i"
"92370",5,"brooklyn to"
"92371",5,"bros and"
"92372",5,"brother a"
"92373",5,"brother has"
"92374",5,"brought against"
"92375",5,"brought along"
"92376",5,"brought an"
"92377",5,"brought down"
"92378",5,"brought their"
"92379",5,"brought with"
"92380",5,"brown as"
"92381",5,"brown but"
"92382",5,"brown paper"
"92383",5,"brownie points"
"92384",5,"browns were"
"92385",5,"browse through"
"92386",5,"bruce was"
"92387",5,"bruins are"
"92388",5,"brunt of"
"92389",5,"brush up"
"92390",5,"brutally honest"
"92391",5,"btw im"
"92392",5,"btw thanks"
"92393",5,"btw you"
"92394",5,"bubble and"
"92395",5,"bubble burst"
"92396",5,"buckets and"
"92397",5,"bucks a"
"92398",5,"buddies at"
"92399",5,"buddy of"
"92400",5,"budget a"
"92401",5,"budget amendment"
"92402",5,"budget cycle"
"92403",5,"budget he"
"92404",5,"budget problems"
"92405",5,"budget process"
"92406",5,"budget will"
"92407",5,"budget you"
"92408",5,"buffalo bills"
"92409",5,"bug in"
"92410",5,"build trust"
